_id,productName,sellerId,productCategory,productCondition,brand,features.type,features.size,features.color,description,productPrice,productImage,addTime,productStatus,numberOfVisit,tag[2]
90,Cheese - Bakers Cream Cheese,203,game console,Old,LG,,,Indigo,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,35.15,http://dummyimage.com/192x100.png/ff4444/ffffff,"{""$date"":""2021-09-07T06:52:30.000Z""}",Sold,389,
91,Pie Shell - 9,417,shoes,New,Acer,sweater,L,Pink,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,28.22,http://dummyimage.com/132x100.png/5fa2dd/ffffff,"{""$date"":""2021-08-06T14:16:13.000Z""}",Unsold,492,
92,Creme De Banane - Marie,424,game console,Old,Samsung,,,Yellow,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,28.48,http://dummyimage.com/157x100.png/dddddd/000000,"{""$date"":""2020-12-31T14:42:19.000Z""}",Sold,293,
93,Thyme - Fresh,445,shoes,New,Logitech,,,Green,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,13.05,http://dummyimage.com/232x100.png/ff4444/ffffff,"{""$date"":""2021-06-24T05:11:05.000Z""}",Sold,57,
94,"Nut - Pecan, Halves",220,shoes,Old,Acer,,,Maroon,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,21.6,http://dummyimage.com/163x100.png/dddddd/000000,"{""$date"":""2021-04-12T16:14:49.000Z""}",Sold,111,
95,"Brandy - Orange, Mc Guiness",272,television,New,Prada,sweater,XL,Violet,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,22.64,http://dummyimage.com/142x100.png/dddddd/000000,"{""$date"":""2021-04-18T05:15:07.000Z""}",Sold,26,
96,Garlic - Peeled,379,shoes,Old,Logitech,gaming,XL,,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,20.92,http://dummyimage.com/140x100.png/cc0000/ffffff,"{""$date"":""2021-06-12T23:56:23.000Z""}",Sold,315,
97,"Veal - Insides, Grains",231,mobile,New,IKEA,jeans,15,Maroon,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,52.95,http://dummyimage.com/135x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-15T18:30:10.000Z""}",Unsold,379,
98,Soup - Boston Clam Chowder,75,PC,Old,LG,,,Goldenrod,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,68.35,http://dummyimage.com/250x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-19T00:34:59.000Z""}",Unsold,163,
99,Blueberries - Frozen,468,laptop,New,LG,,,Crimson,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,81.52,http://dummyimage.com/157x100.png/ff4444/ffffff,"{""$date"":""2021-10-14T01:14:29.000Z""}",Unsold,220,
100,Hagen Daza - Dk Choocolate,18,mobile,Old,Google,,,Crimson,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,44.48,,"{""$date"":""2021-10-30T18:16:39.000Z""}",Sold,201,
101,Longos - Assorted Sandwich,330,laptop,New,Adidas,,,Orange,molestie sed justo pellentesque viverra pede ac diam cras pellentesque,11.75,http://dummyimage.com/145x100.png/cc0000/ffffff,"{""$date"":""2021-10-31T17:51:03.000Z""}",Sold,326,
102,Baking Soda,193,clothes,Old,iPhone,jeans,20,Violet,vel nulla eget eros elementum pellentesque quisque porta volutpat erat,94.8,http://dummyimage.com/239x100.png/cc0000/ffffff,"{""$date"":""2021-07-03T09:13:55.000Z""}",Unsold,92,
103,Cumin - Whole,78,game console,New,Prada,,,Fuscia,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,92.08,,"{""$date"":""2021-09-15T05:07:19.000Z""}",Sold,212,
104,Sauce - Soy Low Sodium - 3.87l,93,clothes,New,LG,jeans,36,,tristique fusce congue diam id ornare imperdiet sapien urna pretium,63.32,http://dummyimage.com/213x100.png/dddddd/000000,"{""$date"":""2021-10-16T01:14:46.000Z""}",Sold,427,
105,Cheese - Colby,78,mobile,New,Prada,,,Indigo,non sodales sed tincidunt eu felis fusce posuere felis sed,26.62,http://dummyimage.com/186x100.png/cc0000/ffffff,"{""$date"":""2021-08-07T22:21:49.000Z""}",Unsold,232,
106,Shrimp - Tiger 21/25,339,others,Old,MSI,ultrabook,15,Maroon,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,66.09,http://dummyimage.com/125x100.png/ff4444/ffffff,"{""$date"":""2021-02-15T20:30:00.000Z""}",Unsold,203,
107,Cup - Paper 10oz 92959,131,furniture,New,Apple,sweater,40,Violet,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,48.73,http://dummyimage.com/155x100.png/5fa2dd/ffffff,"{""$date"":""2021-08-02T13:13:01.000Z""}",Unsold,155,
108,Jam - Raspberry,163,television,New,Google,sweater,M,Red,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,1.76,http://dummyimage.com/231x100.png/ff4444/ffffff,"{""$date"":""2021-08-08T11:09:20.000Z""}",Sold,64,
109,Potatoes - Yukon Gold 5 Oz,368,clothes,New,Xiaomi,,,Khaki,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,76.52,http://dummyimage.com/122x100.png/ff4444/ffffff,"{""$date"":""2021-07-10T11:13:07.000Z""}",Unsold,382,
110,Garlic Powder,430,furniture,Old,ASUS,,,Puce,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,72.31,http://dummyimage.com/100x100.png/ff4444/ffffff,"{""$date"":""2021-05-22T06:07:45.000Z""}",Unsold,425,
111,Wine - Bouchard La Vignee Pinot,448,laptop,New,Xiaomi,,,Maroon,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,88.09,,"{""$date"":""2021-04-03T05:50:49.000Z""}",Sold,336,
112,Russian Prince,239,shoes,Old,Logitech,,,Crimson,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,62.33,http://dummyimage.com/199x100.png/cc0000/ffffff,"{""$date"":""2021-06-08T11:02:58.000Z""}",Sold,219,
113,Veal - Slab Bacon,333,game console,New,Sony,,,Goldenrod,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,29.11,http://dummyimage.com/202x100.png/dddddd/000000,"{""$date"":""2021-10-20T10:17:14.000Z""}",Unsold,277,
114,Spring Roll Wrappers,480,mobile,New,Samsung,ultrabook,20,,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,64.54,http://dummyimage.com/148x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-11T15:40:07.000Z""}",Sold,413,
115,Eggplant Oriental,95,furniture,Old,ASUS,gaming,20,Blue,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,23.52,http://dummyimage.com/239x100.png/cc0000/ffffff,"{""$date"":""2021-10-26T00:09:32.000Z""}",Sold,422,
116,Chips Potato Salt Vinegar 43g,23,clothes,New,Samsung,jeans,L,Turquoise,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,77.7,http://dummyimage.com/193x100.png/5fa2dd/ffffff,"{""$date"":""2021-01-27T10:17:53.000Z""}",Sold,358,
117,Rosemary - Fresh,410,television,New,Xiaomi,gaming,36,Green,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,91.05,http://dummyimage.com/106x100.png/dddddd/000000,"{""$date"":""2021-03-11T05:03:33.000Z""}",Unsold,251,
118,Plate Pie Foil,10,clothes,Old,MSI,,,Purple,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,13.1,http://dummyimage.com/113x100.png/5fa2dd/ffffff,"{""$date"":""2021-05-14T19:17:04.000Z""}",Sold,218,
119,Knife Plastic - White,409,television,New,Adidas,,,Indigo,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,96.43,http://dummyimage.com/229x100.png/ff4444/ffffff,"{""$date"":""2021-05-31T18:36:33.000Z""}",Unsold,301,
120,"Soup - Canadian Pea, Dry Mix",447,others,Old,Acer,jeans,36,Purple,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,58.46,,"{""$date"":""2021-04-03T11:10:40.000Z""}",Unsold,323,
121,Energy Drink Bawls,283,others,Old,Sony,,,Puce,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,36.11,http://dummyimage.com/198x100.png/cc0000/ffffff,"{""$date"":""2020-12-26T01:34:17.000Z""}",Sold,42,
122,Ecolab - Power Fusion,263,mobile,Old,Acer,ultrabook,38,,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,7.16,http://dummyimage.com/177x100.png/dddddd/000000,"{""$date"":""2020-12-12T08:35:20.000Z""}",Unsold,435,
123,Ham Black Forest,375,clothes,Old,Samsung,,,Red,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,71.61,http://dummyimage.com/208x100.png/5fa2dd/ffffff,"{""$date"":""2021-02-05T15:54:45.000Z""}",Unsold,272,
124,"Wine - Red, Pelee Island Merlot",194,clothes,New,MSI,sweater,M,,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,36.64,http://dummyimage.com/130x100.png/cc0000/ffffff,"{""$date"":""2021-07-27T08:44:56.000Z""}",Unsold,485,
125,Nantucket - Carrot Orange,361,mobile,New,Adidas,,,Red,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,17.96,http://dummyimage.com/234x100.png/5fa2dd/ffffff,"{""$date"":""2021-09-08T19:31:58.000Z""}",Sold,1,
126,Lettuce Romaine Chopped,340,furniture,Old,Nike,sweater,XXL,Fuscia,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,94.81,,"{""$date"":""2021-09-09T23:28:00.000Z""}",Sold,227,
127,Muffin Mix - Corn Harvest,137,television,New,Apple,gaming,XL,Khaki,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,33.37,,"{""$date"":""2021-10-15T09:37:13.000Z""}",Sold,330,
128,Orange Roughy 6/8 Oz,425,mobile,New,Apple,,,Maroon,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,88.05,http://dummyimage.com/195x100.png/cc0000/ffffff,"{""$date"":""2021-10-24T07:04:41.000Z""}",Unsold,333,
129,"Mustard - Dry, Powder",361,game console,New,Google,gaming,S,Crimson,eu orci mauris lacinia sapien quis libero nullam sit amet turpis,80.87,http://dummyimage.com/167x100.png/ff4444/ffffff,"{""$date"":""2021-07-26T03:42:22.000Z""}",Sold,320,
130,Bread - Sour Batard,69,clothes,New,Prada,,,Goldenrod,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,16.91,http://dummyimage.com/241x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-20T20:36:25.000Z""}",Sold,89,
131,Sole - Fillet,25,others,Old,iPhone,gaming,38,Indigo,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,20.28,http://dummyimage.com/189x100.png/dddddd/000000,"{""$date"":""2020-12-15T08:38:55.000Z""}",Sold,118,
132,"Wine - Red, Concha Y Toro",34,laptop,New,Nike,,,Fuscia,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,16.55,http://dummyimage.com/175x100.png/dddddd/000000,"{""$date"":""2021-04-09T07:13:18.000Z""}",Unsold,283,
133,Celery Root,119,laptop,New,iPhone,ultrabook,M,,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,36.4,http://dummyimage.com/128x100.png/dddddd/000000,"{""$date"":""2021-05-01T10:07:35.000Z""}",Unsold,64,
134,Beef Cheek Fresh,182,game console,Old,Acer,ultrabook,15,,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,95.57,http://dummyimage.com/219x100.png/cc0000/ffffff,"{""$date"":""2021-09-09T01:45:27.000Z""}",Sold,281,
135,"Wine - White, Ej Gallo",414,others,Old,Adidas,ultrabook,S,Red,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,9.34,,"{""$date"":""2021-07-15T07:59:39.000Z""}",Sold,180,
136,Pastry - Butterscotch Baked,414,others,Old,Apple,gaming,XL,Orange,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,26.65,http://dummyimage.com/138x100.png/ff4444/ffffff,"{""$date"":""2021-03-10T22:47:47.000Z""}",Unsold,3,
137,Onions - Vidalia,343,PC,Old,ASUS,,,Pink,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,76.58,,"{""$date"":""2021-02-05T06:49:27.000Z""}",Sold,482,
138,Rice - 7 Grain Blend,89,game console,New,Nike,gaming,S,Blue,duis ac nibh fusce lacus purus aliquet at feugiat non,11.61,http://dummyimage.com/149x100.png/dddddd/000000,"{""$date"":""2021-02-11T09:31:51.000Z""}",Sold,214,
139,Horseradish - Prepared,179,PC,Old,Apple,jeans,38,Pink,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,28.5,http://dummyimage.com/225x100.png/cc0000/ffffff,"{""$date"":""2020-11-09T22:37:09.000Z""}",Unsold,5,
140,"Soup - Canadian Pea, Dry Mix",400,game console,Old,LG,sweater,15,,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,26.34,http://dummyimage.com/136x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-28T03:26:29.000Z""}",Unsold,456,
141,Arizona - Green Tea,406,PC,Old,Google,,,,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,6.76,http://dummyimage.com/170x100.png/dddddd/000000,"{""$date"":""2021-09-01T06:32:21.000Z""}",Sold,103,
142,Muffin Mix - Blueberry,480,others,New,LG,ultrabook,M,Fuscia,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,69.38,http://dummyimage.com/215x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-05T20:14:17.000Z""}",Unsold,247,
143,Ham - Virginia,449,shoes,Old,Acer,jeans,15,Fuscia,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,90.8,http://dummyimage.com/234x100.png/dddddd/000000,"{""$date"":""2021-01-12T01:41:14.000Z""}",Sold,49,
144,Parsley Italian - Fresh,214,laptop,New,iPhone,ultrabook,XXL,Orange,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,76.36,,"{""$date"":""2021-09-12T06:10:32.000Z""}",Unsold,247,
145,Wine - Rubyport,13,television,Old,Samsung,,,Green,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,85.68,http://dummyimage.com/135x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-10T15:47:16.000Z""}",Sold,38,
146,Oven Mitts - 15 Inch,371,mobile,Old,Acer,jeans,M,Mauv,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,39.08,http://dummyimage.com/217x100.png/dddddd/000000,"{""$date"":""2021-03-27T02:38:15.000Z""}",Sold,496,
147,Soup V8 Roasted Red Pepper,253,laptop,Old,Sony,,,Red,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,22.08,,"{""$date"":""2021-01-20T22:48:19.000Z""}",Sold,319,
148,Cookies - Englishbay Chochip,275,furniture,New,Fujitsu,,,Purple,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,39.96,http://dummyimage.com/221x100.png/cc0000/ffffff,"{""$date"":""2021-08-30T10:32:40.000Z""}",Sold,201,
149,Asparagus - Mexican,48,shoes,Old,Xiaomi,,,Indigo,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,26.68,http://dummyimage.com/237x100.png/cc0000/ffffff,"{""$date"":""2021-07-07T13:35:04.000Z""}",Unsold,165,
150,Lettuce - Escarole,134,laptop,New,Fujitsu,ultrabook,36,Mauv,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,67.38,http://dummyimage.com/200x100.png/dddddd/000000,"{""$date"":""2021-06-22T06:32:59.000Z""}",Sold,303,
151,Dasheen,309,game console,New,Acer,,,Purple,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,15.76,http://dummyimage.com/109x100.png/dddddd/000000,"{""$date"":""2021-09-14T16:03:49.000Z""}",Sold,340,
152,Greens Mustard,149,laptop,Old,Apple,,,Maroon,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,7.62,http://dummyimage.com/192x100.png/dddddd/000000,"{""$date"":""2021-09-27T00:23:47.000Z""}",Sold,94,
153,Potatoes - Mini White 3 Oz,195,game console,Old,IKEA,,,Teal,consequat ut nulla sed accumsan felis ut at dolor quis odio,38.85,http://dummyimage.com/106x100.png/cc0000/ffffff,"{""$date"":""2020-12-11T17:32:04.000Z""}",Unsold,64,
154,Beef - Short Loin,499,others,New,Acer,gaming,S,Khaki,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,64.35,http://dummyimage.com/123x100.png/5fa2dd/ffffff,"{""$date"":""2021-02-05T07:06:51.000Z""}",Unsold,367,
155,Soup - Chicken And Wild Rice,141,others,Old,iPhone,jeans,L,Puce,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,18.98,http://dummyimage.com/182x100.png/ff4444/ffffff,"{""$date"":""2021-08-09T14:06:34.000Z""}",Unsold,372,
156,Arizona - Green Tea,314,game console,New,Prada,ultrabook,XXL,Fuscia,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,1.73,http://dummyimage.com/117x100.png/ff4444/ffffff,"{""$date"":""2021-07-24T01:19:42.000Z""}",Sold,445,
157,"Soup - Knorr, Classic Can. Chili",436,shoes,New,Logitech,,,Aquamarine,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,17.91,http://dummyimage.com/148x100.png/ff4444/ffffff,"{""$date"":""2021-06-13T23:44:24.000Z""}",Sold,187,
